Number_Of_Dependant,Years_At_Residence,Years_At_Business,Nb_Of_Products,DAY(BirthDate),DAY(Prod_Decision_Date),DAY(Customer_Open_Date),YEAR(BirthDate),YEAR(Prod_Decision_Date),YEAR(Customer_Open_Date),MONTH(BirthDate),MONTH(Prod_Decision_Date),MONTH(Customer_Open_Date),WEEKDAY(BirthDate),WEEKDAY(Prod_Decision_Date),WEEKDAY(Customer_Open_Date),Net_Annual_Income_transform,Y
4.0,6,1.0,1,24,31,23,1953,2011,2010,10,7,11,5,6,1,180.0,0
1.0,22,20.0,1,12,20,7,1947,2012,2012,4,2,2,5,0,1,18.0,0
3.0,15,1.0,1,4,22,22,1967,2011,2011,1,6,6,2,2,2,18.0,0
3.0,14,1.0,1,10,20,9,1973,2012,2007,6,2,12,6,0,6,25.0,0
3.0,6,2.0,1,10,10,16,1979,2011,2009,1,8,4,2,2,3,50.0,0
0.0,15,1.0,1,9,17,16,1969,2011,2011,2,5,5,6,1,0,18.0,0
0.0,10,10.0,1,23,29,23,1950,2011,2011,8,11,11,2,1,2,36.0,0
1.0,1,2.0,1,27,1,27,1982,2012,2012,3,3,2,5,3,0,18.0,0
0.0,4,1.0,1,10,28,4,1959,2011,2011,12,12,12,3,2,6,25.0,0
2.0,10,10.0,1,11,28,22,1948,2011,2011,2,12,12,2,2,3,50.0,1
0.0,2,2.0,1,4,1,27,1980,2012,2012,12,3,2,3,3,0,18.0,0
3.0,43,5.0,1,14,4,28,1968,2012,2002,8,4,3,2,2,3,60.0,0
0.0,15,1.0,1,8,19,19,1966,2011,2011,4,6,6,4,6,6,30.0,0
0.0,1,0.0,1,12,19,15,1976,2012,2002,3,1,1,4,3,1,20.0,0
2.0,6,2.0,1,12,9,14,1978,2011,2009,9,11,12,1,2,0,6858.0,0
0.0,1,1.0,1,5,23,11,1973,2011,2011,5,10,10,5,6,1,36.0,0
0.0,1,1.0,1,13,5,2,1984,2011,2011,7,6,6,4,6,3,18.0,0
0.0,15,1.0,1,30,14,13,1984,2011,2011,4,11,11,0,0,6,30.0,0
0.0,39,1.0,1,17,23,22,1947,2011,2011,10,5,5,4,0,6,36.0,0
0.0,28,5.0,1,15,4,7,1982,2012,2011,12,1,12,2,2,2,240.0,0
0.0,1,1.0,1,15,5,15,1964,2011,2011,5,10,9,4,2,3,36.0,0
0.0,15,1.0,2,7,2,25,1973,2011,2011,12,11,10,4,2,1,30.0,0
4.0,14,1.0,1,18,21,30,1970,2011,2011,6,7,6,3,3,3,20.0,0
0.0,2,3.0,1,10,3,12,1979,2011,2011,1,11,9,2,3,0,96.0,0
0.0,3,2.0,2,1,26,25,1984,2012,2012,1,3,3,6,0,6,18.0,0
1.0,25,1.0,1,30,12,8,1951,2011,2011,10,9,9,1,0,3,18.0,0
2.0,30,1.0,1,19,27,27,1980,2011,2011,3,7,6,2,2,0,18.0,0
0.0,22,2.0,1,2,26,24,1972,2011,2011,4,10,10,6,2,0,18.0,0
0.0,4,2.0,1,4,30,24,1979,2012,2008,1,1,4,3,0,3,18.0,0
1.0,30,30.0,1,22,30,17,1980,2012,2011,10,1,8,2,0,2,36.0,0
2.0,2,21.0,1,3,1,24,1974,2011,2011,12,12,11,1,3,3,25.0,0
0.0,10,10.0,1,15,11,6,1968,2012,2008,4,2,4,0,5,6,50.0,0
0.0,15,1.0,1,5,3,20,1981,2012,2011,10,1,12,0,1,1,30.0,0
0.0,1,1.0,1,26,25,20,1962,2011,2009,7,10,10,3,1,1,36.0,0
2.0,2,3.0,1,17,8,11,1976,2011,2005,1,5,1,5,6,1,24.0,0
0.0,37,37.0,1,15,3,2,1963,2011,2011,8,5,5,3,1,0,18.0,0
0.0,10,3.0,1,11,31,20,1970,2012,2010,1,1,10,6,1,2,36.0,0
0.0,1,1.0,1,24,16,12,1967,2012,2012,10,1,1,1,0,3,25.0,0
2.0,1,20.0,1,1,29,1,1953,2011,2005,6,11,7,0,1,4,18.0,0
0.0,15,1.0,1,3,2,27,1963,2012,2011,1,1,12,3,0,1,30.0,0
0.0,1,1.0,1,29,14,11,1964,2011,2011,8,12,12,5,2,6,36.0,0
2.0,6,6.0,1,29,29,16,1963,2012,1997,5,1,2,2,6,6,240.0,0
1.0,10,3.0,2,25,13,25,1968,2012,2004,9,3,10,2,1,0,36.0,0
0.0,15,1.0,1,30,5,4,1979,2012,2012,5,4,4,2,3,2,36.0,0
3.0,1,1.0,1,27,19,18,1974,2012,2012,7,2,1,5,6,2,36.0,0
2.0,25,1.0,1,7,4,20,1955,2011,2011,11,11,10,0,4,3,20.0,0
0.0,10,1.0,1,10,3,2,1965,2011,2011,4,10,10,5,0,6,36.0,0
0.0,32,10.0,2,11,24,11,1978,2011,2010,3,8,1,5,2,0,50.0,0
3.0,20,20.0,1,17,24,22,1963,2011,2011,7,8,8,2,2,0,60.0,0
0.0,13,1.0,1,22,20,19,1988,2011,2011,6,10,10,2,3,2,20.0,0
1.0,1,1.0,1,5,15,8,1985,2012,2012,9,3,3,3,3,3,36.0,0
0.0,15,1.0,1,7,8,6,1986,2012,2012,11,3,3,4,3,1,36.0,0
0.0,22,22.0,1,4,13,13,1989,2012,2012,11,3,2,5,1,0,576.0,1
2.0,20,2.0,2,9,5,6,1968,2011,2011,6,12,6,6,0,0,339.0,0
0.0,10,3.0,1,8,11,10,1982,2011,2011,3,10,10,0,1,0,36.0,0
0.0,10,10.0,2,20,17,12,1956,2012,2012,10,4,4,5,1,3,36.0,0
0.0,25,4.0,1,25,17,11,1981,2011,2011,1,5,5,6,1,2,30084.0,1
2.0,10,1.0,1,3,23,22,1972,2011,2011,7,5,5,0,0,6,36.0,0
3.0,2,3.0,1,5,29,24,1978,2011,2011,10,10,10,3,5,0,36.0,0
0.0,15,1.0,1,2,8,23,1982,2011,2011,10,6,5,5,2,0,5748.0,0
1.0,2,2.0,1,2,13,4,1967,2011,2011,12,9,9,5,1,6,84.0,0
3.0,4,2.0,1,30,24,3,1975,2011,2011,4,5,5,2,1,1,18.0,0
0.0,22,2.0,1,19,14,12,1983,2011,2011,6,12,12,6,2,0,18.0,0
2.0,4,2.0,1,29,7,29,1950,2011,2011,9,12,11,4,2,1,18.0,0
3.0,7,7.0,2,17,5,4,1979,2011,2011,2,12,7,5,0,0,20.0,0
0.0,15,1.0,1,24,26,3,1968,2011,2009,12,7,11,1,1,1,18.0,0
3.0,42,10.0,1,7,26,30,1947,2011,2009,9,9,6,6,0,1,50.0,0
1.0,40,1.0,1,23,19,14,1960,2011,2011,12,7,7,4,1,3,36.0,0
5.0,5,3.0,1,5,4,8,1973,2012,2010,10,4,4,4,2,3,35652.0,0
1.0,1,1.0,1,21,23,28,1981,2012,2010,12,4,7,0,0,2,36.0,0
0.0,2,1.0,1,7,11,10,1975,2011,2011,2,7,7,4,0,6,36.0,0
0.0,10,2.0,1,15,19,18,1986,2012,2012,11,3,3,5,0,6,36.0,0
2.0,1,1.0,1,15,23,20,1964,2011,2011,2,10,10,5,6,3,20.0,0
0.0,15,1.0,1,25,27,23,1956,2012,2012,6,2,2,0,0,3,36.0,0
0.0,20,0.0,1,14,27,26,1987,2012,2012,3,3,3,5,1,0,24.0,0
2.0,8,5.0,1,7,18,28,1970,2011,2011,1,7,6,2,0,1,40.0,0
3.0,10,1.0,1,21,8,7,1965,2011,2011,5,12,12,4,3,2,36.0,0
0.0,40,40.0,1,19,25,19,1967,2011,2011,11,12,12,6,6,0,36.0,0
0.0,1,1.0,1,23,3,16,1962,2011,2009,7,11,11,0,3,0,20.0,0
0.0,20,2.0,2,4,12,11,1986,2011,2011,6,12,12,2,0,6,18.0,0
6.0,1,22.0,1,8,22,5,1969,2012,2012,4,1,1,1,6,3,48.0,0
2.0,10,10.0,1,17,8,3,1962,2012,2012,4,4,4,1,6,1,36.0,0
4.0,12,3.0,1,16,17,13,1962,2011,2011,9,5,4,6,1,2,36.0,0
0.0,16,2.0,1,9,19,15,1982,2011,2011,8,9,5,0,0,6,48.0,0
0.0,11,25.0,1,4,31,5,1958,2011,1995,9,5,2,3,1,6,24.0,0
0.0,1,1.0,1,24,13,31,1973,2011,2009,10,10,3,2,3,1,36.0,0
2.0,6,1.0,1,1,5,15,1982,2011,2011,1,10,9,4,2,3,20.0,0
2.0,21,1.0,1,21,15,11,1975,2011,2011,7,9,9,0,3,6,18.0,0
2.0,9,2.0,1,7,27,21,1979,2011,2011,3,9,9,2,1,2,18.0,0
0.0,1,1.0,1,31,14,9,1966,2012,2012,8,2,2,2,1,3,36.0,0
0.0,15,1.0,1,25,15,14,1974,2012,2012,8,3,3,6,3,2,36.0,0
1.0,2,20.0,1,10,31,19,1980,2011,2011,7,10,10,3,0,2,36.0,0
0.0,10,3.0,1,1,8,7,1972,2011,2010,1,8,10,5,0,3,36.0,0
0.0,1,1.0,1,2,31,23,1972,2011,2011,9,10,10,5,0,6,36.0,0
3.0,28,4.0,1,19,9,14,1983,2011,2007,7,10,6,1,6,3,648.0,0
0.0,10,6.0,1,21,1,23,1985,2012,2012,6,3,2,4,3,3,31044.0,1
0.0,10,1.0,1,15,20,17,1961,2011,2011,8,7,7,1,2,6,36.0,0
1.0,15,1.0,1,8,16,15,1980,2011,2011,5,6,6,3,3,2,18.0,0
0.0,5,1.0,1,21,26,25,1966,2011,2011,6,6,6,1,6,5,20.0,1
2.0,1,1.0,1,8,30,29,1969,2011,2011,7,11,11,1,2,1,25.0,0
3.0,7,5.0,1,12,9,6,1979,2011,2011,1,6,6,4,3,0,7932.0,0
0.0,38,5.0,1,4,22,21,1978,2011,2005,1,8,8,2,0,6,36.0,0
4.0,40,12.0,1,1,27,2,1960,2011,2005,5,7,10,6,2,6,36.0,0
1.0,4,6.0,1,1,7,18,1978,2011,2008,9,8,8,4,6,0,48.0,0
2.0,25,7.0,1,18,21,26,1981,2011,2011,4,6,4,5,1,1,36.0,0
0.0,3,3.0,1,3,24,12,1975,2012,2010,7,1,10,3,1,1,36.0,0
2.0,10,10.0,1,4,29,13,1968,2011,2004,4,10,12,3,5,0,50.0,0
0.0,15,2.0,1,22,26,24,1986,2011,2011,12,10,10,0,2,0,18.0,1
3.0,1,1.0,1,10,23,22,1961,2012,2012,10,2,2,1,3,2,36.0,0
2.0,15,12.0,1,16,27,8,1968,2011,2011,4,6,6,1,0,2,72.0,0
2.0,1,1.0,1,17,16,19,1982,2011,2009,1,8,3,6,1,3,41832.0,0
0.0,1,1.0,1,10,21,20,1985,2011,2006,12,11,11,1,0,0,36.0,0
2.0,30,1.0,1,15,9,27,1954,2012,1985,3,1,11,0,0,2,25.0,0
0.0,1,1.0,1,2,24,23,1967,2011,2011,12,10,10,5,0,6,20.0,0
3.0,22,2.0,1,5,19,9,1964,2011,2011,10,12,11,0,0,2,18.0,0
3.0,2,2.0,2,24,30,28,1955,2011,2011,5,11,11,1,2,0,18.0,0
0.0,10,4.0,1,3,26,20,1976,2012,2012,4,3,3,5,0,1,36.0,0
0.0,40,13.0,1,10,13,12,1970,2011,2011,12,12,12,3,1,0,72.0,0
0.0,10,5.0,1,14,22,30,1981,2012,2010,7,3,8,1,3,0,36.0,0
0.0,10,3.0,1,6,13,18,1985,2011,1996,9,7,2,4,2,6,99744.0,0
0.0,31,31.0,1,20,21,20,1980,2011,2011,6,12,12,4,2,1,30.0,0
0.0,25,6.0,1,5,2,24,1984,2012,2011,4,4,2,3,0,3,50.0,0
4.0,13,1.0,1,7,26,11,1965,2012,1989,9,2,7,1,6,1,500.0,0
0.0,11,2.0,1,7,15,14,1967,2011,2011,9,8,8,3,0,6,18.0,0
0.0,20,1.0,2,26,17,16,1966,2011,2011,8,11,11,4,3,2,25.0,0
0.0,2,2.0,1,20,19,14,1974,2012,2012,7,3,3,5,0,2,18.0,0
0.0,15,1.0,1,6,28,27,1948,2012,2012,6,2,2,6,1,0,36.0,0
1.0,15,1.0,1,20,21,14,1986,2011,2011,12,7,7,5,3,3,30.0,0
0.0,9,9.0,1,1,19,18,1966,2012,2012,7,3,3,4,0,6,36.0,0
0.0,10,1.0,1,28,23,17,1967,2011,2011,4,11,11,4,2,3,36.0,0
0.0,1,1.0,1,20,19,14,1977,2012,2012,12,2,2,1,6,1,36.0,0
2.0,1,1.0,1,28,18,15,1970,2012,2012,11,3,3,5,6,3,36.0,0
2.0,43,6.0,1,21,17,13,1968,2011,2010,1,5,7,6,1,1,744.0,0
3.0,7,1.0,1,29,29,21,1980,2011,2010,4,6,12,1,2,1,78584.0,0
0.0,15,2.0,1,12,25,23,1968,2011,2011,1,10,10,4,1,6,18.0,0
0.0,15,1.0,1,10,8,5,1984,2011,2011,1,6,6,1,2,6,30.0,0
0.0,10,3.0,1,13,27,10,1953,2011,2002,5,11,7,2,6,2,36.0,0
2.0,40,4.0,1,3,8,26,1963,2011,2009,9,9,5,1,3,1,60.0,0
0.0,22,2.0,1,15,28,27,1987,2012,2012,4,2,2,2,1,0,18.0,0
0.0,10,5.0,1,6,25,11,1966,2011,2011,1,10,10,3,1,1,102.0,0
0.0,1,1.0,1,22,30,29,1986,2011,2011,9,11,11,0,2,1,25.0,0
2.0,10,1.0,1,23,11,10,1973,2011,2011,6,10,10,5,1,0,36.0,0
0.0,15,1.0,1,11,13,11,1986,2012,2012,12,3,3,3,1,6,36.0,0
0.0,30,1.0,1,16,16,15,1980,2011,2011,8,5,5,5,0,6,18.0,0
0.0,15,1.0,1,25,26,26,1953,2011,2009,10,5,3,6,3,3,70.0,0
2.0,34,2.0,1,14,27,25,1976,2012,2012,11,3,3,6,1,6,18.0,0
4.0,6,1.0,1,8,25,20,1974,2011,2011,5,7,7,2,0,2,20.0,0
0.0,8,2.0,1,19,2,26,1973,2011,2011,1,11,10,4,2,2,18.0,0
3.0,8,1.0,1,5,20,17,1968,2011,2011,7,8,8,4,5,2,20.0,1
0.0,22,10.0,1,2,4,27,1990,2012,2012,9,3,2,6,6,0,50.0,0
3.0,10,10.0,1,25,11,11,1959,2012,2007,2,4,1,2,2,3,5.0,0
0.0,5,2.0,1,5,5,3,1980,2012,2012,2,1,1,1,3,1,18.0,0
0.0,2,2.0,1,7,29,15,1986,2011,2011,1,11,8,1,1,0,42168.0,0
2.0,1,1.0,1,20,22,21,1976,2012,2012,11,3,3,5,3,2,36.0,0
0.0,10,1.0,1,24,3,23,1977,2011,2010,8,11,3,2,3,1,36.0,0
0.0,15,21.0,1,10,1,25,1983,2012,2012,9,4,3,5,6,6,36.0,0
0.0,7,1.0,1,26,26,22,1968,2011,2011,12,6,6,3,6,2,36.0,0
2.0,12,2.0,1,20,15,8,1970,2011,2011,3,6,6,4,2,2,18.0,0
2.0,1,1.0,1,21,28,27,1960,2012,2012,2,2,2,6,1,0,36.0,0
0.0,6,1.0,2,13,20,17,1956,2011,2011,8,7,7,0,2,6,20.0,0
3.0,40,10.0,1,22,15,1,1963,2011,2011,10,11,11,1,1,1,50.0,0
0.0,25,2.0,1,16,15,10,1975,2011,2011,12,8,7,1,0,6,96.0,1
2.0,10,2.0,1,23,25,31,1947,2011,2006,6,12,5,0,6,2,18.0,0
3.0,8,10.0,1,18,20,13,1975,2012,2012,11,2,2,1,0,0,60.0,0
2.0,1,1.0,1,20,12,11,1965,2012,2012,8,4,4,4,3,2,36.0,0
0.0,15,1.0,1,1,14,27,1956,2011,2009,1,6,5,6,1,2,30.0,0
2.0,15,1.0,1,17,9,5,1970,2011,2011,8,6,6,0,3,6,30.0,0
2.0,6,8.0,1,2,21,15,1972,2012,2007,5,3,7,1,2,6,300.0,0
1.0,10,3.0,2,17,5,3,1978,2012,2012,11,1,1,4,3,1,36.0,0
0.0,2,4.0,1,28,17,18,1975,2011,2008,9,11,3,6,3,1,162426.0,0
3.0,20,1.0,1,30,18,22,1950,2012,2009,8,4,3,2,2,6,60.0,0
4.0,9,9.0,1,17,16,15,1953,2011,2011,5,8,8,6,1,0,36.0,0
5.0,10,25.0,1,9,5,3,1965,2012,2012,5,4,4,6,3,1,36.0,0
0.0,20,1.0,1,17,25,14,1984,2011,2011,3,8,8,5,3,6,486.0,0
0.0,0,2.0,1,10,6,5,1983,2011,2009,1,9,4,0,1,6,6882.0,0
0.0,10,1.0,1,4,18,15,1967,2011,2011,1,6,6,2,5,2,36.0,0
0.0,15,8.0,1,20,26,12,1975,2011,2011,4,6,5,6,6,3,30.0,0
1.0,10,1.0,1,9,6,5,1984,2012,2012,6,3,3,5,1,0,36.0,0
2.0,2,2.0,1,28,20,23,1971,2012,2012,3,2,1,6,0,0,18.0,0
0.0,10,10.0,1,13,12,8,1969,2012,2012,1,3,3,0,0,3,36.0,0
2.0,6,4.0,1,15,18,15,1983,2011,2011,3,9,8,1,6,0,24.0,0
1.0,4,1.0,1,21,6,29,1979,2011,2011,11,12,11,2,1,1,25.0,0
0.0,1,1.0,1,10,7,6,1966,2012,2012,1,2,2,0,1,0,36.0,0
1.0,1,1.0,1,7,20,14,1984,2011,2011,10,12,12,6,1,2,36.0,1
0.0,26,1.0,1,11,10,8,1984,2011,2010,10,11,12,3,3,2,21.0,0
0.0,15,1.0,1,9,8,7,1958,2012,2012,2,2,2,6,2,1,36.0,0
2.0,20,1.0,1,19,27,25,1948,2011,2011,5,8,8,2,5,3,20.0,0
0.0,20,1.0,1,8,5,2,1982,2011,2011,12,6,6,2,6,3,50.0,0
1.0,3,2.0,1,23,8,7,1981,2011,2011,4,6,6,3,2,1,18.0,0
0.0,10,3.0,1,2,22,21,1964,2012,2012,10,1,1,4,6,5,36.0,0
0.0,1,1.0,1,3,23,22,1969,2012,2012,1,4,4,4,0,6,36.0,0
0.0,15,1.0,1,23,26,25,1956,2011,2011,9,10,10,6,2,1,30.0,0
2.0,15,1.0,1,12,16,19,1969,2011,2011,8,8,7,1,1,1,30.0,0
0.0,15,1.0,1,15,7,5,1985,2011,2011,11,12,12,4,2,0,120.0,0
1.0,5,0.0,1,13,2,6,1979,2012,2012,10,4,3,5,0,1,60.0,0
1.0,45,1.0,1,5,14,13,1965,2011,2011,8,7,7,3,3,2,18.0,0
0.0,10,3.0,1,5,30,18,1985,2012,2012,1,1,1,5,0,2,30.0,0
0.0,10,1.0,1,25,29,28,1979,2012,2012,7,2,2,2,2,1,36.0,0
1.0,15,0.0,1,3,9,14,1986,2011,2011,6,8,7,1,1,3,24.0,0
0.0,10,31.0,1,8,11,6,1956,2011,2011,1,12,12,6,6,1,60.0,0
0.0,1,1.0,1,18,22,10,1989,2011,2011,11,5,5,5,6,1,36.0,1
0.0,10,3.0,1,3,16,24,1968,2011,2008,7,11,3,2,2,0,36.0,0
2.0,22,2.0,1,15,25,10,1970,2011,2011,3,7,7,6,0,6,18.0,0
0.0,23,2.0,1,8,26,5,1987,2012,2012,3,4,4,6,3,3,18.0,0
0.0,10,10.0,1,29,6,5,1980,2011,2011,6,12,12,6,1,0,36.0,0
0.0,10,1.0,1,8,15,18,1982,2011,2007,7,5,9,3,6,1,18.0,0
0.0,10,1.0,1,5,26,24,1974,2011,2011,5,7,7,6,1,6,20.0,0
0.0,15,1.0,1,12,17,16,1954,2011,2011,1,10,10,1,0,6,30.0,0
2.0,3,3.0,1,4,27,25,1955,2011,2011,2,10,10,4,3,1,120.0,0
0.0,1,1.0,1,21,19,16,1978,2012,2012,5,2,1,6,6,0,69.0,1
0.0,16,1.0,1,25,18,13,1985,2011,2011,8,7,7,6,0,2,20.0,0
3.0,22,2.0,1,14,26,24,1968,2012,2012,10,1,1,0,3,1,18.0,0
2.0,7,7.0,1,15,27,25,1972,2012,2012,9,3,3,4,1,6,36.0,0
1.0,15,4.0,1,14,13,2,1974,2011,2008,8,9,7,2,1,2,46248.0,0
0.0,35,2.0,1,17,4,2,1977,2012,2012,11,4,4,3,2,0,18.0,0
3.0,3,2.0,1,18,4,21,1977,2011,2011,1,5,4,1,2,3,444.0,0
4.0,12,4.0,1,4,26,19,1968,2012,2008,2,4,2,6,3,1,6096.0,0
2.0,20,15.0,1,24,29,28,1977,2011,2011,9,11,6,5,1,1,29287.0,0
0.0,10,3.0,1,14,13,6,1976,2011,2011,3,12,12,6,1,1,36.0,0
0.0,10,10.0,1,23,11,1,1967,2011,2009,5,10,3,1,1,6,18.0,0
1.0,10,12.0,1,21,24,23,1979,2011,2011,11,8,6,2,2,3,48.0,1
5.0,30,10.0,1,14,11,25,1958,2012,2008,1,3,6,1,6,2,50.0,0
3.0,10,20.0,1,29,31,27,1957,2011,2010,6,7,10,5,6,2,6468.0,0
5.0,1,1.0,2,31,15,5,1960,2011,2008,3,5,5,3,6,0,18.0,0
0.0,24,0.0,1,2,2,17,1988,2012,2011,2,4,10,1,0,0,27276.0,0
1.0,1,1.0,1,15,23,18,1979,2011,2011,1,5,5,0,0,2,18.0,0
3.0,10,3.0,1,1,3,2,1975,2012,2012,7,4,4,1,1,0,36.0,0
0.0,15,1.0,1,16,3,2,1981,2012,2012,11,4,4,0,1,0,36.0,0
0.0,6,5.0,1,9,26,16,1963,2011,2004,9,10,3,0,2,1,36.0,0
0.0,10,1.0,1,21,21,14,1966,2011,2011,7,12,12,3,2,2,36.0,0
0.0,1,1.0,1,15,25,15,1988,2011,2005,9,10,9,3,1,3,36.0,0
0.0,20,10.0,1,7,19,21,1973,2012,2012,5,3,2,0,0,1,8142.0,0
2.0,1,1.0,2,3,15,14,1967,2012,2012,2,2,2,4,2,1,36.0,0
0.0,1,1.0,1,26,12,5,1961,2011,2011,8,10,10,5,2,2,36.0,0
0.0,10,3.0,1,8,12,11,1959,2011,2011,10,12,12,3,0,6,36.0,0
2.0,15,1.0,1,19,17,16,1966,2011,2011,4,8,8,1,2,1,30.0,0
0.0,10,3.0,1,29,17,6,1972,2011,2002,6,11,3,3,3,2,36.0,0
0.0,15,1.0,1,12,21,17,1984,2011,2011,3,11,11,0,0,3,30.0,0
2.0,13,2.0,1,10,28,21,1976,2011,2011,8,9,9,1,2,2,18.0,0
2.0,14,1.0,1,16,9,8,1956,2012,2012,11,2,2,4,3,2,25.0,0
3.0,11,15.0,1,9,27,29,1955,2011,2011,4,7,6,5,2,2,29844.0,0
0.0,12,1.0,1,2,25,15,1949,2011,2009,5,6,3,0,5,6,18.0,0
1.0,10,1.0,1,5,30,20,1983,2012,2011,8,1,12,4,0,1,36.0,0
0.0,30,1.0,1,15,24,18,1976,2012,2004,6,4,10,1,1,0,108.0,0
4.0,21,5.0,1,14,28,19,1957,2011,2011,11,6,6,3,1,6,20.0,0
3.0,3,10.0,1,4,15,1,1950,2011,2005,4,8,7,1,0,4,36.0,0
0.0,22,2.0,1,24,25,7,1981,2012,2001,11,3,8,1,6,1,18.0,0
0.0,1,1.0,2,4,17,13,1968,2011,2011,5,11,11,5,3,6,36.0,0
0.0,15,1.0,1,1,12,7,1952,2012,2012,12,3,3,0,0,2,36.0,0
3.0,37,6.0,1,24,28,2,1974,2012,2006,4,2,5,2,1,1,300.0,0
0.0,1,1.0,2,20,22,21,1978,2012,2012,3,2,2,0,2,1,36.0,0
3.0,2,2.0,1,25,25,19,1986,2011,2011,11,10,5,1,1,3,186.0,0
2.0,5,10.0,1,21,25,21,1970,2011,2011,1,11,11,2,4,0,36.0,0
0.0,10,7.0,1,1,12,6,1983,2012,2012,10,3,3,5,0,1,36.0,0
0.0,10,10.0,1,19,21,20,1958,2012,2012,3,2,2,2,1,0,36.0,1
2.0,15,1.0,1,20,16,15,1977,2011,2011,7,8,8,2,1,0,30.0,0
0.0,1,1.0,1,26,8,7,1984,2011,2011,4,12,12,3,3,2,36.0,0
2.0,10,1.0,1,21,19,17,1979,2011,2011,4,10,10,5,2,0,36.0,0
0.0,15,1.0,2,9,20,12,1982,2011,2011,11,9,9,1,1,0,50.0,0
2.0,22,1.0,2,15,27,25,1966,2011,2011,10,6,6,5,0,5,20.0,0
3.0,10,2.0,1,2,26,24,1982,2012,2012,2,4,4,1,3,1,18.0,0
0.0,1,2.0,1,14,13,8,1968,2012,2012,3,3,3,3,1,3,18.0,0
2.0,15,1.0,1,8,28,8,1962,2011,2007,2,6,2,3,1,3,100.0,0
0.0,10,3.0,1,28,29,28,1983,2012,2012,10,3,3,4,3,2,36.0,0
0.0,15,1.0,1,27,14,13,1959,2012,2012,12,2,2,6,1,0,36.0,0
0.0,15,1.0,1,16,25,14,1966,2011,2011,3,7,7,2,0,3,30.0,0
0.0,10,10.0,1,31,16,19,1982,2011,2011,3,8,4,2,1,1,50.0,0
0.0,15,2.0,1,23,15,26,1983,2011,2011,7,6,5,5,2,3,60.0,0
0.0,10,1.0,1,25,7,16,1984,2011,2011,10,7,6,3,3,3,20.0,0
0.0,20,4.0,1,6,5,10,1983,2011,2007,10,7,6,3,1,6,4.0,0
0.0,1,1.0,1,21,29,28,1967,2012,2012,5,3,3,6,3,2,36.0,0
3.0,30,10.0,1,9,3,20,1967,2011,2008,11,10,1,3,0,6,50.0,0
3.0,39,0.0,1,30,3,29,1973,2012,2011,4,4,9,0,1,3,350.0,0
0.0,1,1.0,1,4,9,31,1967,2011,2009,9,6,3,0,3,1,18.0,0
2.0,6,12.0,1,10,26,17,1960,2012,2002,10,1,6,0,3,0,750.0,0
5.0,7,2.0,1,29,11,19,1964,2012,2011,11,1,9,6,2,0,50.0,0
2.0,22,2.0,2,9,21,20,1976,2011,2011,1,9,9,4,2,1,18.0,0
1.0,1,1.0,1,7,29,27,1985,2012,2012,10,2,2,0,2,0,18.0,0
0.0,10,3.0,1,28,6,25,1984,2011,2011,10,12,10,6,1,1,36.0,0
0.0,26,1.0,1,1,15,30,1985,2011,2008,1,9,6,1,3,0,60.0,0
4.0,10,6.0,1,3,5,2,1969,2011,2011,3,5,5,0,3,0,50.0,0
2.0,21,1.0,1,2,17,16,1964,2011,2011,9,8,8,2,2,1,20.0,0
0.0,10,1.0,1,9,25,12,1972,2011,2011,3,10,10,3,1,2,36.0,0
0.0,4,4.0,1,15,10,10,1974,2011,2009,10,10,2,1,0,1,100.0,0
3.0,20,20.0,1,22,14,12,1961,2011,2011,7,12,12,5,2,0,120.0,0
0.0,17,13.0,1,16,4,2,1973,2011,2011,12,12,11,6,6,2,15.0,1
0.0,1,1.0,2,20,22,21,1978,2012,2012,3,2,2,0,2,1,36.0,0
2.0,1,1.0,1,15,21,2,1971,2012,2012,10,2,2,4,1,3,36.0,0
0.0,22,2.0,1,17,12,8,1968,2011,2011,8,9,9,5,0,3,18.0,0
0.0,15,1.0,1,5,26,19,1956,2012,2012,3,3,3,0,0,0,36.0,0
0.0,1,1.0,1,13,12,22,1971,2012,2007,4,1,5,1,3,1,36.0,0
2.0,20,12.0,1,6,15,1,1960,2011,2011,12,6,6,1,2,2,48.0,0
2.0,10,1.0,1,28,16,14,1962,2011,2011,4,8,8,5,1,6,36.0,0
3.0,16,2.0,1,11,4,20,1971,2011,2011,9,5,1,5,2,3,18.0,0
0.0,15,1.0,1,14,20,13,1983,2012,2012,10,2,2,4,0,0,36.0,0
0.0,15,1.0,3,10,24,15,1971,2011,2011,10,12,12,6,5,3,30.0,0
4.0,30,3.0,1,31,24,16,1963,2012,2005,8,1,3,5,1,2,22203.0,0
0.0,10,10.0,1,11,20,19,1971,2012,2012,5,3,3,1,1,0,36.0,0
2.0,30,40.0,1,23,17,9,1950,2012,2012,6,4,4,4,1,0,24.0,0
0.0,35,35.0,1,25,15,14,1958,2011,2011,8,8,8,0,0,6,36.0,0
3.0,1,1.0,1,22,26,19,1959,2012,2012,9,2,2,1,6,6,36.0,0
2.0,1,1.0,3,25,6,2,1970,2011,2011,4,6,6,5,0,3,36.0,0
0.0,1,1.0,1,5,23,22,1979,2012,2012,8,1,1,6,0,6,36.0,0
0.0,1,1.0,1,12,13,12,1976,2011,2011,11,12,12,4,1,0,36.0,1
2.0,30,17.0,1,21,22,30,1969,2011,2009,1,12,3,1,3,0,130.0,0
